source,target,stock,year
DZ,GB,793,2017
DZ,US,1085,2017
DZ,EH,164924,2017
DZ,YE,2349,2017
EC,AF,56,2017
EC,AL,73,2017
EC,DZ,49,2017
EC,AO,43,2017
EC,AR,5559,2017
EC,AM,38,2017
EC,AU,384,2017
EC,AT,562,2017
EC,BS,49,2017
EC,BE,880,2017
EC,BO,1573,2017
EC,BR,2733,2017
EC,BG,199,2017
EC,CM,46,2017
EC,CA,2410,2017
EC,CL,11679,2017
EC,CN,3015,2017
EC,HK,99,2017
EC,CO,200539,2017
EC,CR,965,2017
EC,HR,83,2017
EC,CU,3083,2017
EC,CZ,324,2017
EC,KP,499,2017
EC,DK,188,2017
EC,DO,363,2017
EC,EG,86,2017
EC,SV,537,2017
EC,FK,53,2017
EC,FI,129,2017
EC,FR,2331,2017
EC,GM,33,2017
EC,DE,4536,2017
EC,GH,38,2017
EC,GR,73,2017
EC,GT,442,2017
EC,HT,98,2017
EC,HN,482,2017
EC,HU,222,2017
EC,IN,234,2017
EC,ID,65,2017
EC,IR,197,2017
EC,IQ,35,2017
EC,IE,204,2017
EC,IL,535,2017
EC,IT,3959,2017
EC,JM,38,2017
EC,JP,755,2017
EC,JO,73,2017
EC,LB,456,2017
EC,MY,35,2017
EC,MX,2325,2017
EC,MA,49,2017
EC,NL,853,2017
EC,NZ,115,2017
EC,NI,403,2017
EC,NG,50,2017
EC,NO,242,2017
EC,PK,53,2017
EC,PA,992,2017
EC,PY,249,2017
EC,PE,14113,2017
EC,PH,128,2017
EC,PL,321,2017
EC,PT,376,2017
EC,PR,514,2017
EC,KR,834,2017
EC,RO,311,2017
EC,RU,1539,2017
EC,SA,90,2017
EC,SK,50,2017
EC,ZA,125,2017
EC,ES,7695,2017
EC,PS,99,2017
EC,SE,359,2017
EC,CH,2020,2017
EC,SY,65,2017
EC,MK,1,2017
EC,TT,46,2017
EC,UA,412,2017
EC,GB,2222,2017
EC,US,27601,2017
EC,UY,986,2017
EC,VE,9166,2017
EC,VN,49,2017
EE,AF,10,2017
EE,AL,5,2017
EE,DZ,11,2017
EE,AO,1,2017
EE,AR,11,2017
EE,AM,610,2017
EE,AU,55,2017
EE,AT,61,2017
EE,AZ,1416,2017
EE,BD,9,2017
EE,BY,11331,2017
EE,BE,103,2017
EE,BR,54,2017
EE,BG,68,2017
EE,KH,2,2017
EE,CA,100,2017
EE,CL,5,2017
EE,CN,177,2017
EE,CO,10,2017
EE,CG,2,2017
EE,HR,10,2017
EE,CU,16,2017
EE,CY,10,2017
EE,CZ,58,2017
EE,KP,4,2017
EE,DK,118,2017
EE,EC,5,2017
EE,EG,35,2017
EE,ET,2,2017
EE,FI,2123,2017
EE,FR,187,2017
EE,GE,1415,2017
EE,DE,1211,2017
EE,GH,4,2017
EE,GR,21,2017
EE,GT,5,2017
EE,HU,87,2017
EE,IS,18,2017
EE,IN,98,2017
EE,ID,4,2017
EE,IR,24,2017
EE,IQ,7,2017
EE,IE,128,2017
EE,IL,43,2017
EE,IT,260,2017
EE,JP,48,2017
EE,JO,2,2017
EE,KZ,3626,2017
EE,KW,4,2017
EE,KG,525,2017
EE,LV,3770,2017
EE,LB,7,2017
EE,LY,2,2017
EE,LT,1774,2017
EE,LU,11,2017
EE,MX,24,2017
EE,MN,46,2017
EE,MA,12,2017
EE,NP,17,2017
EE,NL,113,2017
EE,NZ,8,2017
EE,NG,11,2017
EE,NO,131,2017
EE,PK,27,2017
EE,PE,12,2017
EE,PH,14,2017
EE,PL,529,2017
EE,PT,37,2017
EE,KR,16,2017
EE,MD,782,2017
EE,RO,55,2017
EE,RU,137011,2017
EE,RS,10,2017
EE,SG,1,2017
EE,SK,12,2017
EE,SI,5,2017
EE,ZA,19,2017
EE,ES,144,2017
EE,LK,6,2017
EE,SD,2,2017
EE,SE,399,2017
EE,CH,36,2017
EE,SY,4,2017
EE,TJ,355,2017
EE,MK,2,2017
EE,TH,12,2017
EE,TN,5,2017
EE,TR,76,2017
EE,TM,316,2017
EE,UA,20676,2017
EE,AE,5,2017
EE,GB,463,2017
EE,TZ,2,2017
EE,US,552,2017
EE,UY,2,2017
EE,UZ,1038,2017
EE,VE,5,2017
EE,VN,8,2017
EE,ZW,4,2017
EG,AF,198,2017
EG,AL,113,2017
EG,DZ,834,2017
EG,AO,27,2017
EG,AG,16,2017
EG,AR,235,2017
EG,AM,151,2017
EG,AU,442,2017
EG,AT,569,2017
EG,AZ,31,2017
EG,BS,14,2017
EG,BH,378,2017
EG,BD,239,2017
EG,BY,262,2017
EG,BE,529,2017
EG,BJ,35,2017
EG,BA,59,2017
EG,BR,123,2017
EG,BN,65,2017
EG,BG,65,2017
EG,BF,62,2017
EG,BI,35,2017
EG,CM,119,2017
EG,CA,597,2017
EG,CF,54,2017
EG,TD,313,2017
EG,CL,26,2017
EG,CN,723,2017
EG,CO,54,2017
EG,KM,856,2017
EG,CG,70,2017
EG,CI,216,2017
EG,HR,97,2017
EG,CY,81,2017
EG,CZ,190,2017
EG,KP,97,2017
EG,CD,123,2017
EG,DK,284,2017
EG,DJ,349,2017
EG,EC,11,2017
EG,SV,200,2017
EG,ER,2001,2017
EG,EE,25,2017
EG,ET,1231,2017
EG,FI,234,2017
EG,FR,2691,2017
EG,GM,27,2017
EG,DE,7276,2017
EG,GH,221,2017
EG,GI,9,2017
EG,GR,1202,2017
EG,GT,9,2017
EG,GN,135,2017
EG,GW,87,2017
EG,HU,125,2017
EG,IN,1172,2017
EG,ID,2713,2017
EG,IR,141,2017
EG,IQ,10038,2017
EG,IE,90,2017
EG,IL,667,2017
EG,IT,3939,2017
EG,JP,1086,2017
EG,JO,4940,2017
EG,KZ,200,2017
EG,KE,130,2017
EG,KW,2817,2017
EG,KG,59,2017
EG,LB,2993,2017
EG,LR,44,2017
EG,LY,4725,2017
EG,MG,38,2017
EG,MW,27,2017
EG,MY,2657,2017
EG,MV,27,2017
EG,ML,203,2017
EG,MR,147,2017
EG,MX,62,2017
EG,MC,76,2017
EG,MN,14,2017
EG,MA,999,2017
EG,MZ,16,2017
EG,MM,11,2017
EG,NA,251,2017
EG,NL,933,2017
EG,NZ,87,2017
EG,NE,109,2017
EG,NG,764,2017
EG,NO,114,2017
EG,OM,511,2017
EG,PK,582,2017
EG,PH,1032,2017
EG,PL,357,2017
EG,PT,43,2017
EG,QA,376,2017
EG,KR,281,2017
EG,MD,59,2017
EG,RO,228,2017
EG,RU,7055,2017
EG,RW,42,2017
EG,SA,7712,2017
EG,SN,399,2017
EG,SC,19,2017
EG,SL,59,2017
EG,SG,135,2017
EG,SK,59,2017
EG,SO,19193,2017
EG,ZA,210,2017
EG,ES,391,2017
EG,LK,210,2017
EG,PS,127186,2017
EG,SD,33459,2017
EG,SE,332,2017
EG,CH,1285,2017
EG,SY,174813,2017
EG,TJ,122,2017
EG,MK,113,2017
EG,TH,1013,2017
EG,TN,736,2017
EG,TR,843,2017
EG,TM,44,2017
EG,UG,81,2017
EG,UA,161,2017
EG,AE,673,2017
EG,GB,2961,2017
EG,TZ,137,2017
EG,US,5688,2017
EG,UZ,106,2017
EG,VE,32,2017
EG,YE,5367,2017
EG,ZM,25,2017
EG,ZW,32,2017
EH,DZ,81,2017
EH,FR,278,2017
EH,GN,991,2017
EH,GW,1046,2017
EH,ML,387,2017
EH,MR,563,2017
EH,SN,1814,2017
ER,AO,348,2017
ER,BI,1052,2017
ER,CN,135,2017
ER,KM,193,2017
ER,CD,1698,2017
ER,ET,108,2017
ER,FR,438,2017
ER,IN,119,2017
ER,KE,353,2017
ER,MW,776,2017
ER,MZ,1113,2017
ER,RW,469,2017
ER,SO,2472,2017
ER,ZA,122,2017
ER,SS,1499,2017
ER,SD,209,2017
ER,UG,1533,2017
ER,GB,56,2017
ER,TZ,529,2017
ER,ZM,242,2017
ER,ZW,326,2017
ES,AF,462,2017
ES,AL,1947,2017
ES,DZ,56569,2017
ES,AD,5955,2017
ES,AO,3586,2017
ES,AR,254230,2017
ES,AM,9606,2017
ES,AU,6436,2017
ES,AT,8927,2017
ES,AZ,621,2017
ES,BS,58,2017
ES,BH,56,2017
ES,BD,9929,2017
ES,BB,43,2017
ES,BY,3922,2017
ES,BE,44548,2017
ES,BZ,34,2017
ES,BJ,401,2017
ES,BO,152109,2017
ES,BA,2139,2017
ES,BR,100128,2017
ES,BN,22,2017
ES,BG,128078,2017
ES,BF,1157,2017
ES,BI,108,2017
ES,CV,4487,2017
ES,KH,95,2017
ES,CM,5227,2017
ES,CA,6987,2017
ES,CF,163,2017
ES,TD,123,2017
ES,CL,54916,2017
ES,CN,157190,2017
ES,CO,350802,2017
ES,CG,2124,2017
ES,CR,3370,2017
ES,CI,2986,2017
ES,HR,1699,2017
ES,CU,132378,2017
ES,CY,369,2017
ES,CZ,8629,2017
ES,KP,116,2017
ES,CD,1481,2017
ES,DK,11648,2017
ES,DJ,21,2017
ES,DM,975,2017
ES,DO,158393,2017
ES,EC,420344,2017
ES,EG,4167,2017
ES,SV,9279,2017
ES,GQ,19522,2017
ES,ER,138,2017
ES,EE,1892,2017
ES,ET,3748,2017
ES,FJ,32,2017
ES,FI,12476,2017
ES,FR,205624,2017
ES,GA,280,2017
ES,GM,17178,2017
ES,GE,8843,2017
ES,DE,202544,2017
ES,GH,12157,2017
ES,GR,4019,2017
ES,GD,627,2017
ES,GT,7481,2017
ES,GN,9780,2017
ES,GW,5419,2017
ES,GY,112,2017
ES,HT,729,2017
ES,HN,41725,2017
ES,HU,9385,2017
ES,IS,1132,2017
ES,IN,34773,2017
ES,ID,1955,2017
ES,IR,5943,2017
ES,IQ,1846,2017
ES,IE,15066,2017
ES,IL,2885,2017
ES,IT,107332,2017
ES,JM,284,2017
ES,JP,6186,2017
ES,JO,2282,2017
ES,KZ,1814,2017
ES,KE,1569,2017
ES,KW,487,2017
ES,KG,336,2017
ES,LA,189,2017
ES,LV,4024,2017
ES,LB,3372,2017
ES,LR,826,2017
ES,LY,975,2017
ES,LI,116,2017
ES,LT,16438,2017
ES,LU,1438,2017
ES,MG,466,2017
ES,MW,65,2017
ES,MY,607,2017
ES,ML,17742,2017
ES,MT,314,2017
ES,MR,8612,2017
ES,MU,243,2017
ES,MX,49074,2017
ES,FM,120,2017
ES,MC,237,2017
ES,MN,422,2017
ES,ME,168,2017
ES,MA,706520,2017
ES,MZ,1208,2017
ES,MM,87,2017
ES,NA,127,2017
ES,NP,3165,2017
ES,NL,47154,2017
ES,NZ,1083,2017
ES,NI,20554,2017
ES,NE,282,2017
ES,NG,30484,2017
ES,NO,16169,2017
ES,OM,51,2017
ES,PK,55064,2017
ES,PA,4286,2017
ES,PG,30,2017
ES,PY,59485,2017
ES,PE,186555,2017
ES,PH,43063,2017
ES,PL,64469,2017
ES,PT,113095,2017
ES,QA,91,2017
ES,KR,4228,2017
ES,MD,17246,2017
ES,RO,652312,2017
ES,RU,80007,2017
ES,RW,285,2017
ES,LC,45,2017
ES,SM,37,2017
ES,ST,190,2017
ES,SA,853,2017
ES,SN,49930,2017
ES,RS,3937,2017
ES,SC,40,2017
ES,SL,1034,2017
ES,SG,507,2017
ES,SK,7366,2017
ES,SI,1324,2017
ES,SO,274,2017
ES,ZA,2855,2017
ES,LK,633,2017
ES,SD,392,2017
ES,SR,220,2017
ES,SE,19501,2017
ES,CH,62876,2017
ES,SY,5966,2017
ES,TJ,84,2017
ES,MK,632,2017
ES,TH,2103,2017
ES,TG,512,2017
ES,TT,207,2017
ES,TN,2759,2017
ES,TR,4006,2017
ES,TM,60,2017
ES,TV,34,2017
ES,UG,213,2017
ES,UA,82392,2017
ES,AE,329,2017
ES,GB,308872,2017
ES,TZ,363,2017
ES,US,42692,2017
ES,UY,74338,2017
ES,UZ,648,2017
ES,VE,162000,2017
ES,VN,1649,2017
ES,YE,140,2017
ES,ZM,149,2017
ES,ZW,338,2017
ET,BI,42,2017
ET,CD,107,2017
ET,DJ,3910,2017
ET,ER,217472,2017
ET,RW,158,2017
ET,SO,467508,2017
ET,SS,417150,2017
ET,SD,41734,2017
ET,UG,230,2017
ET,YE,153,2017
FI,AF,4919,2017
FI,AL,390,2017
FI,DZ,1031,2017
FI,AO,565,2017
FI,AR,472,2017
FI,AM,118,2017
FI,AW,2,2017
FI,AU,1388,2017
FI,AT,747,2017
FI,AZ,150,2017
FI,BS,9,2017
FI,BH,22,2017
FI,BD,2391,2017
FI,BB,13,2017
FI,BY,391,2017
FI,BE,737,2017
FI,BZ,2,2017
FI,BJ,21,2017
FI,BM,3,2017
FI,BT,3,2017
FI,BO,186,2017
FI,BA,850,2017
FI,BW,17,2017
FI,BR,1574,2017
FI,BG,2322,2017
FI,BF,14,2017
FI,BI,62,2017
FI,CV,13,2017
FI,KH,338,2017
FI,CM,926,2017
FI,CA,2034,2017
FI,CF,2,2017
FI,TD,9,2017
FI,CL,564,2017
FI,CN,11814,2017
FI,CO,1286,2017
FI,KM,3,2017
FI,CG,158,2017
FI,CR,78,2017
FI,CI,162,2017
FI,HR,261,2017
FI,CU,564,2017
FI,CY,211,2017
FI,CZ,249,2017
FI,KP,2,2017
FI,CD,1814,2017
FI,DK,1235,2017
FI,DJ,7,2017
FI,DM,5,2017
FI,DO,204,2017
FI,EC,247,2017
FI,EG,1325,2017
FI,SV,76,2017
FI,GQ,15,2017
FI,ER,171,2017
FI,EE,52454,2017
FI,ET,2419,2017
FI,FJ,12,2017
FI,FR,2983,2017
FI,GA,13,2017
FI,GM,782,2017
FI,GE,80,2017
FI,DE,8434,2017
FI,GH,1645,2017
FI,GR,1383,2017
FI,GT,98,2017
FI,GN,102,2017
FI,GW,7,2017
FI,GY,25,2017
FI,HT,13,2017
FI,HN,74,2017
FI,HU,2728,2017
FI,IS,194,2017
FI,IN,6541,2017
FI,ID,570,2017
FI,IR,7083,2017
FI,IQ,32778,2017
FI,IE,736,2017
FI,IL,978,2017
FI,IT,2904,2017
FI,JM,93,2017
FI,JP,1658,2017
FI,JO,336,2017
FI,KZ,309,2017
FI,KE,1591,2017
FI,KW,154,2017
FI,KG,57,2017
FI,LA,48,2017
FI,LV,1982,2017
FI,LB,687,2017
FI,LR,138,2017
FI,LY,236,2017
FI,LT,1237,2017
FI,LU,120,2017
FI,MG,16,2017
FI,MW,31,2017
FI,MY,533,2017
FI,MV,2,2017
FI,ML,9,2017
FI,MT,45,2017
FI,MR,20,2017
FI,MU,55,2017
FI,MX,928,2017
FI,MC,9,2017
FI,MN,63,2017
FI,ME,4,2017
FI,MA,2536,2017
FI,MZ,81,2017
FI,MM,1533,2017
FI,NA,112,2017
FI,NP,2752,2017
FI,NL,1848,2017
FI,NZ,261,2017
FI,NI,129,2017
FI,NE,29,2017
FI,NG,2553,2017
FI,NO,2156,2017
FI,OM,13,2017
FI,PK,2562,2017
FI,PA,27,2017
FI,PG,12,2017
FI,PY,27,2017
FI,PE,625,2017
FI,PH,3626,2017
FI,PL,5043,2017
FI,PT,631,2017
FI,QA,18,2017
FI,KR,691,2017
FI,MD,180,2017
FI,RO,3043,2017
FI,RU,14689,2017
FI,RW,533,2017
FI,LC,4,2017
FI,VC,2,2017
FI,WS,3,2017
FI,SA,391,2017
FI,SN,208,2017
FI,RS,171,2017
FI,SC,8,2017
FI,SL,161,2017
FI,SG,238,2017
FI,SK,218,2017
FI,SI,53,2017
FI,SB,5,2017
FI,SO,12776,2017
FI,ZA,1027,2017
FI,ES,3120,2017
FI,LK,1183,2017
FI,PS,57,2017
FI,SD,1121,2017
FI,SZ,16,2017
FI,SE,42210,2017
FI,CH,1338,2017
FI,SY,1061,2017
FI,TJ,56,2017
FI,MK,8963,2017
FI,TH,11553,2017
FI,TG,88,2017
FI,TO,2,2017
FI,TT,45,2017
FI,TN,828,2017
FI,TR,8039,2017
FI,TM,27,2017
FI,TV,2,2017
FI,UG,230,2017
FI,UA,1862,2017
FI,AE,159,2017
FI,GB,7055,2017
FI,TZ,659,2017
FI,US,5951,2017
FI,UY,124,2017
FI,UZ,147,2017
FI,VE,240,2017
FI,VN,7347,2017
FI,YE,74,2017
FI,ZM,225,2017
FI,ZW,111,2017
FJ,AU,1908,2017
FJ,BD,1381,2017
FJ,CN,935,2017
FJ,CK,33,2017
FJ,IN,1307,2017
FJ,KI,784,2017
FJ,NZ,613,2017
FJ,PK,1845,2017
FJ,WS,299,2017
FJ,SB,711,2017
FJ,TO,1347,2017
FJ,TV,415,2017
FJ,GB,344,2017
FJ,VU,186,2017
FK,AR,26,2017
FK,AU,42,2017
FK,CL,199,2017
FK,NZ,26,2017
FK,SH,324,2017
FK,GB,876,2017
FK,US,19,2017
FM,AS,23,2017
FM,HK,21,2017
FM,GU,38,2017
FM,JP,48,2017
FM,MH,92,2017
FM,MP,75,2017
FM,PW,282,2017
FM,PH,126,2017
FM,KR,47,2017
FM,WS,21,2017
FM,TO,18,2017
FM,US,173,2017
FO,BR,13,2017
FO,BG,14,2017
FO,CA,13,2017
FO,CN,33,2017
FO,CO,30,2017
FO,HR,20,2017
FO,DK,3697,2017
FO,ET,38,2017
FO,DE,22,2017
FO,GH,18,2017
FO,GL,158,2017
FO,IS,251,2017
FO,IN,66,2017
FO,ID,10,2017
FO,KE,15,2017
FO,LT,13,2017
FO,NO,185,2017
FO,PE,15,2017
FO,PH,135,2017
FO,PL,70,2017
FO,KR,55,2017
FO,RO,63,2017
FO,RU,31,2017
FO,RS,54,2017
FO,ZA,20,2017
FO,SE,79,2017
FO,TH,118,2017
FO,TN,13,2017
FO,GB,103,2017
FO,US,42,2017
FR,AF,4832,2017
FR,AL,6796,2017
FR,DZ,1452409,2017
FR,AS,2,2017
FR,AD,996,2017
FR,AO,21610,2017
FR,AI,9,2017
FR,AG,61,2017
FR,AR,13142,2017
FR,AM,19372,2017
FR,AW,10,2017
FR,AU,8475,2017
FR,AT,12749,2017
FR,AZ,4173,2017
FR,BS,44,2017
FR,BH,162,2017
FR,BD,5069,2017
FR,BB,77,2017
FR,BY,3451,2017
FR,BE,155548,2017
FR,BZ,8,2017
FR,BJ,20724,2017
FR,BM,115,2017
FR,BT,87,2017
FR,BO,3194,2017
FR,BA,14150,2017
FR,BW,40,2017
FR,BR,58276,2017
FR,BN,48,2017
FR,BG,17893,2017
FR,BF,8873,2017
FR,BI,1894,2017
FR,CV,22630,2017
FR,KH,64306,2017
FR,CM,82513,2017
FR,CA,26128,2017
FR,BQ,93,2017
FR,CF,16972,2017
FR,TD,7530,2017
FR,CL,14620,2017
FR,CN,111717,2017
FR,HK,522,2017
FR,MO,16,2017
FR,CO,27644,2017
FR,KM,37190,2017
FR,CG,70529,2017
FR,CK,4,2017
FR,CR,763,2017
FR,CI,91303,2017
FR,HR,10249,2017
FR,CU,4852,2017
FR,CY,1044,2017
FR,CZ,9244,2017
FR,KP,61,2017
FR,CD,77889,2017
FR,DK,6578,2017
FR,DJ,6670,2017
FR,DM,6540,2017
FR,DO,3544,2017
FR,EC,4198,2017
FR,EG,31407,2017
FR,SV,1130,2017
FR,GQ,395,2017
FR,ER,646,2017
FR,EE,922,2017
FR,ET,8806,2017
FR,FO,5,2017
FR,FJ,158,2017
FR,FI,3886,2017
FR,GA,20080,2017
FR,GM,1935,2017
FR,GE,7698,2017
FR,DE,237178,2017
FR,GH,6797,2017
FR,GI,70,2017
FR,GR,13085,2017
FR,GL,12,2017
FR,GT,3039,2017
FR,GN,30667,2017
FR,GW,3111,2017
FR,GY,4792,2017
FR,HT,75467,2017
FR,HN,594,2017
FR,HU,10712,2017
FR,IS,389,2017
FR,IN,48791,2017
FR,ID,5021,2017
FR,IR,23134,2017
FR,IQ,6212,2017
FR,IE,9977,2017
FR,IM,12,2017
FR,IL,9336,2017
FR,IT,373182,2017
FR,JM,524,2017
FR,JP,21701,2017
FR,JO,1464,2017
FR,KZ,2621,2017
FR,KE,1774,2017
FR,KI,8,2017
FR,KW,744,2017
FR,KG,731,2017
FR,LA,43270,2017
FR,LV,2833,2017
FR,LB,47878,2017
FR,LS,48,2017
FR,LR,796,2017
FR,LY,2386,2017
FR,LI,27,2017
FR,LT,2656,2017
FR,LU,13083,2017
FR,MG,122229,2017
FR,MW,107,2017
FR,MY,2575,2017
FR,MV,5,2017
FR,ML,76703,2017
FR,MT,497,2017
FR,MR,18037,2017
FR,MU,45011,2017
FR,MX,12770,2017
FR,FM,2,2017
FR,MC,25326,2017
FR,MN,1448,2017
FR,ME,1424,2017
FR,MS,5,2017
FR,MA,940552,2017
FR,MZ,1309,2017
FR,MM,479,2017
FR,NA,174,2017
FR,NP,1344,2017
FR,NL,44504,2017
FR,NZ,1987,2017
FR,NI,656,2017
FR,NE,5585,2017
FR,NG,5854,2017
FR,NO,4131,2017
FR,OM,109,2017
FR,PK,24140,2017
FR,PA,517,2017
FR,PG,26,2017
FR,PY,1047,2017
FR,PE,11859,2017
FR,PH,15454,2017
FR,PL,113345,2017
FR,PT,724000,2017
FR,PR,51,2017
FR,QA,149,2017
FR,KR,21016,2017
FR,MD,6658,2017
FR,RO,91158,2017
FR,RU,64965,2017
FR,RW,6287,2017
FR,SH,4,2017
FR,KN,5,2017
FR,LC,4821,2017
FR,VC,28,2017
FR,WS,17,2017
FR,SM,222,2017
FR,ST,226,2017
FR,SA,2526,2017
FR,SN,119661,2017
FR,RS,85988,2017
FR,SC,605,2017
FR,SL,1320,2017
FR,SG,2317,2017
FR,SK,4520,2017
FR,SI,2631,2017
FR,SB,2,2017
FR,SO,1911,2017
FR,ZA,5258,2017
FR,ES,309049,2017
FR,LK,48591,2017
FR,PS,1008,2017
FR,SD,3256,2017
FR,SR,24753,2017
FR,SZ,20,2017
FR,SE,10213,2017
FR,CH,96715,2017
FR,SY,17012,2017
FR,TJ,247,2017
FR,MK,4556,2017
FR,TH,18426,2017
FR,TL,11,2017
FR,TG,24123,2017
FR,TO,96,2017
FR,TT,417,2017
FR,TN,394506,2017
FR,TR,301950,2017
FR,TM,213,2017
FR,TC,7,2017
FR,TV,2,2017
FR,UG,588,2017
FR,UA,16121,2017
FR,AE,795,2017
FR,GB,188161,2017
FR,TZ,653,2017
FR,US,54724,2017
FR,UY,2472,2017
FR,UZ,1118,2017
FR,VU,750,2017
FR,VE,6433,2017
FR,VN,127857,2017
FR,EH,16,2017
FR,YE,494,2017
FR,ZM,350,2017
FR,ZW,695,2017
GA,DZ,74,2017
GA,AO,748,2017
GA,BE,338,2017
GA,BJ,35281,2017
GA,BF,4725,2017
GA,BI,113,2017
GA,CM,34235,2017
GA,CA,197,2017
GA,TD,3057,2017
GA,CN,233,2017
GA,CG,11028,2017
GA,CI,2293,2017
GA,KP,108,2017
GA,CD,6019,2017
GA,GQ,58760,2017
GA,FR,10860,2017
GA,DE,59,2017
GA,GH,4300,2017
GA,GN,3363,2017
GA,IL,11,2017
GA,JP,21,2017
GA,LB,1690,2017
GA,ML,37280,2017
GA,MA,483,2017
GA,NG,16160,2017
GA,KR,131,2017
GA,RW,141,2017
GA,ST,4398,2017
GA,SN,20615,2017
GA,ZA,9,2017
GA,SY,19,2017
GA,TG,15555,2017
GA,TN,151,2017
GA,US,371,2017
GB,AF,80160,2017
GB,AL,30157,2017
GB,DZ,21995,2017
GB,AD,51,2017
GB,AO,12882,2017
GB,AI,477,2017
GB,AG,3275,2017
GB,AR,9296,2017
GB,AM,1467,2017
GB,AW,555,2017
GB,AU,131542,2017
GB,AT,17790,2017
GB,AZ,2562,2017
GB,BS,1697,2017
GB,BH,5133,2017
GB,BD,228353,2017
GB,BB,16620,2017
GB,BY,3881,2017
GB,BE,36822,2017
GB,BZ,1189,2017
GB,BJ,555,2017
GB,BM,3772,2017
GB,BT,379,2017
GB,BO,3316,2017
GB,BA,6943,2017
GB,BW,2880,2017
GB,BR,55772,2017
GB,VG,238,2017
GB,BN,4698,2017
GB,BG,72586,2017
GB,BF,193,2017
GB,BI,3951,2017
GB,CV,1048,2017
GB,KH,1069,2017
GB,CM,9026,2017
GB,CA,91545,2017
GB,KY,748,2017
GB,CF,139,2017
GB,TD,303,2017
GB,JE,16350,2017
GB,CL,6290,2017
GB,CN,207278,2017
GB,HK,98384,2017
GB,CO,22703,2017
GB,KM,126,2017
GB,CG,7838,2017
GB,CR,637,2017
GB,CI,6997,2017
GB,HR,7402,2017
GB,CU,2184,2017
GB,CY,63160,2017
GB,CZ,51552,2017
GB,KP,15329,2017
GB,CD,17194,2017
GB,DK,29459,2017
GB,DJ,398,2017
GB,DM,5616,2017
GB,DO,1217,2017
GB,EC,7725,2017
GB,EG,39980,2017
GB,SV,776,2017
GB,GQ,255,2017
GB,ER,15604,2017
GB,EE,7674,2017
GB,ET,13655,2017
GB,FO,350,2017
GB,FK,793,2017
GB,FJ,5537,2017
GB,FI,11745,2017
GB,FR,160991,2017
GB,PF,70,2017
GB,GA,321,2017
GB,GM,9998,2017
GB,GE,2777,2017
GB,DE,300983,2017
GB,GH,113637,2017
GB,GI,9801,2017
GB,GR,59959,2017
GB,GL,48,2017
GB,GD,8206,2017
GB,GT,859,2017
GB,GN,2072,2017
GB,GW,2108,2017
GB,GY,19233,2017
GB,HT,278,2017
GB,HN,559,2017
GB,HU,84155,2017
GB,IS,1823,2017
GB,IN,836524,2017
GB,ID,8481,2017
GB,IR,90499,2017
GB,IQ,74719,2017
GB,IE,402089,2017
GB,IM,8681,2017
GB,IL,16077,2017
GB,IT,170454,2017
GB,JM,144196,2017
GB,JP,45243,2017
GB,JO,5182,2017
GB,KZ,4452,2017
GB,KE,141020,2017
GB,KI,148,2017
GB,KW,11523,2017
GB,KG,927,2017
GB,LA,586,2017
GB,LV,98882,2017
GB,LB,14043,2017
GB,LS,696,2017
GB,LR,3151,2017
GB,LY,14499,2017
GB,LI,25,2017
GB,LT,158854,2017
GB,LU,1714,2017
GB,MG,918,2017
GB,MW,14652,2017
GB,MY,65253,2017
GB,MV,329,2017
GB,ML,336,2017
GB,MT,29466,2017
GB,MR,190,2017
GB,MU,35788,2017
GB,MX,8610,2017
GB,MC,352,2017
GB,MN,1492,2017
GB,ME,920,2017
GB,MS,6417,2017
GB,MA,35765,2017
GB,MZ,5221,2017
GB,MM,10710,2017
GB,NA,2171,2017
GB,NR,24,2017
GB,NP,70487,2017
GB,NL,72604,2017
GB,NC,98,2017
GB,NZ,62091,2017
GB,NI,332,2017
GB,NE,177,2017
GB,NG,209417,2017
GB,NO,14952,2017
GB,OM,2813,2017
GB,PK,529324,2017
GB,PA,629,2017
GB,PG,982,2017
GB,PY,668,2017
GB,PE,6383,2017
GB,PH,138905,2017
GB,PL,874291,2017
GB,PT,147271,2017
GB,QA,2218,2017
GB,KR,5548,2017
GB,MD,2801,2017
GB,RE,10,2017
GB,RO,231358,2017
GB,RU,48399,2017
GB,RW,3919,2017
GB,SH,2391,2017
GB,KN,4974,2017
GB,LC,8064,2017
GB,VC,6565,2017
GB,WS,190,2017
GB,ST,842,2017
GB,SA,31574,2017
GB,SN,1750,2017
GB,RS,7385,2017
GB,SC,3178,2017
GB,SL,32613,2017
GB,SG,46300,2017
GB,SK,89422,2017
GB,SI,1883,2017
GB,SB,297,2017
GB,SO,119953,2017
GB,ZA,210470,2017
GB,ES,131496,2017
GB,LK,138904,2017
GB,SD,16200,2017
GB,SR,389,2017
GB,SZ,1307,2017
GB,SE,32624,2017
GB,CH,17594,2017
GB,SY,8158,2017
GB,TJ,372,2017
GB,MK,2598,2017
GB,TH,41046,2017
GB,TL,1646,2017
GB,TG,1428,2017
GB,TO,243,2017
GB,TT,20796,2017
GB,TN,5415,2017
GB,TR,75791,2017
GB,TM,642,2017
GB,TC,89,2017
GB,UG,63140,2017
GB,UA,19197,2017
GB,AE,10095,2017
GB,TZ,43139,2017
GB,US,190491,2017
GB,VI,109,2017
GB,UY,1206,2017
GB,UZ,2347,2017
GB,VU,137,2017
GB,VE,8062,2017
