source,target,stock
DE,SG,2862
DE,SK,42999
DE,SI,39871
DE,SO,7383
DE,ZA,18428
DE,ES,100899
DE,LK,46872
DE,SE,20057
DE,CH,84578
DE,SY,53277
DE,TJ,29081
DE,TH,76258
DE,TG,14298
DE,TT,920
DE,TN,41471
DE,TR,1661588
DE,TM,6645
DE,UG,2600
DE,UA,262027
DE,GB,103700
DE,US,138039
DE,UY,3422
DE,UZ,42412
DE,VE,9130
DE,VN,113338
DE,YE,2901
DE,ZM,1009
DJ,ET,12732
DJ,SO,96137
DJ,YE,273
DK,AF,14064
DK,AL,368
DK,DZ,1094
DK,AD,1
DK,AO,181
DK,AG,3
DK,AR,1403
DK,AM,784
DK,AW,6
DK,AU,3462
DK,AT,2193
DK,AZ,353
DK,BS,19
DK,BH,104
DK,BD,1245
DK,BB,38
DK,BY,815
DK,BE,2353
DK,BZ,7
DK,BJ,54
DK,BT,704
DK,BO,530
DK,BA,21492
DK,BW,76
DK,BR,3824
DK,BN,7
DK,BG,6435
DK,BF,115
DK,BI,634
DK,CV,31
DK,KH,272
DK,CM,816
DK,CA,4362
DK,CF,11
DK,TD,17
DK,CL,1848
DK,CN,13377
DK,HK,604
DK,CO,3750
DK,KM,14
DK,CG,866
DK,CR,199
DK,CI,512
DK,HR,937
DK,CU,554
DK,CY,210
DK,CZ,1324
DK,KP,443
DK,CD,1136
DK,DJ,23
DK,DM,16
DK,DO,187
DK,EC,683
DK,EG,1956
DK,SV,96
DK,ER,375
DK,EE,1721
DK,ET,2450
DK,FO,14137
DK,FJ,24
DK,FI,4383
DK,FR,8163
DK,GA,6
DK,GM,745
DK,GE,253
DK,DE,42372
DK,GH,2174
DK,GR,2471
DK,GL,18855
DK,GD,11
DK,GT,275
DK,GN,131
DK,GW,69
DK,GY,116
DK,HT,180
DK,HN,148
DK,HU,4553
DK,IS,9668
DK,IN,11020
DK,ID,1323
DK,IR,16190
DK,IQ,25918
DK,IE,1882
DK,IL,1959
DK,IT,7306
DK,JM,199
DK,JP,2204
DK,JO,1394
DK,KZ,241
DK,KE,1838
DK,KI,1
DK,KW,1616
DK,KG,55
DK,LA,71
DK,LV,5095
DK,LB,14982
DK,LS,55
DK,LR,199
DK,LY,282
DK,LI,23
DK,LT,10222
DK,LU,576
DK,MG,68
DK,MW,101
DK,MY,982
DK,MV,9
DK,ML,59
DK,MT,115
DK,MR,30
DK,MU,166
DK,MX,1327
DK,MC,18
DK,MN,69
DK,ME,180
DK,MA,6460
DK,MZ,239
DK,MM,2060
DK,NA,72
DK,NP,2349
DK,NL,8197
DK,NZ,957
DK,NI,219
DK,NE,17
DK,NG,1614
DK,NO,23315
DK,OM,31
DK,PK,14963
DK,PA,94
DK,PG,9
DK,PY,81
DK,PE,1268
DK,PH,12482
DK,PL,37197
DK,PT,1788
DK,QA,102
DK,KR,10526
DK,MD,488
DK,RO,16059
DK,RU,6612
DK,RW,451
DK,LC,9
DK,VC,6
DK,WS,20
DK,SM,2
DK,SA,304
DK,SN,178
DK,RS,2009
DK,SC,20
DK,SL,404
DK,SG,890
DK,SK,1545
DK,SI,386
DK,SB,2
DK,SO,12252
DK,ZA,2150
DK,ES,6759
DK,LK,9472
DK,SD,817
DK,SR,34
DK,SZ,55
DK,SE,25936
DK,CH,3084
DK,SY,4957
DK,TJ,30
DK,MK,3429
DK,TH,14206
DK,TG,169
DK,TO,18
DK,TT,190
DK,TN,1061
DK,TR,39533
DK,TM,17
DK,UG,1700
DK,UA,7880
DK,AE,426
DK,GB,21286
DK,TZ,1222
DK,US,14186
DK,UY,274
DK,UZ,320
DK,VU,3
DK,VE,809
DK,VN,12052
DK,YE,190
DK,ZM,696
DK,ZW,488
DM,AI,19
DM,AG,446
DM,AW,47
DM,AU,7
DM,BS,12
DM,BB,168
DM,VG,85
DM,CA,185
DM,CN,38
DM,CU,12
DM,FR,80
DM,GF,23
DM,DE,30
DM,GP,38
DM,GY,191
DM,HT,1407
DM,IN,28
DM,JM,130
DM,LB,34
DM,MQ,144
DM,MS,163
DM,NL,10
DM,NG,50
DM,PR,16
DM,KN,63
DM,LC,283
DM,VC,126
DM,SR,19
DM,SY,16
DM,TT,308
DM,GB,638
DM,US,628
DM,VE,30
DO,AI,34
DO,AG,183
DO,AR,1095
DO,AW,163
DO,AU,40
DO,AT,212
DO,BS,39
DO,BH,21
DO,BE,261
DO,BM,16
DO,BT,8
DO,BO,174
DO,BA,5
DO,BR,659
DO,VG,76
DO,BG,75
DO,BI,3
DO,CV,3
DO,KH,123
DO,CM,23
DO,CA,1243
DO,CF,138
DO,TD,3
DO,CL,647
DO,CN,1517
DO,CO,3687
DO,CK,8
DO,CR,313
DO,CU,3927
DO,CZ,30
DO,DK,25
DO,DM,15
DO,EC,595
DO,SV,273
DO,FI,27
DO,FR,2089
DO,DE,1698
DO,GR,64
DO,GP,57
DO,GT,438
DO,GY,23
DO,HT,336729
DO,HN,433
DO,HU,21
DO,IN,97
DO,IR,31
DO,IQ,27
DO,IE,33
DO,IL,62
DO,IT,3880
DO,JM,136
DO,JP,352
DO,KZ,11
DO,LB,153
DO,MY,18
DO,MT,25
DO,MQ,33
DO,MX,1531
DO,MA,34
DO,NL,606
DO,NI,298
DO,NG,25
DO,NO,56
DO,PK,80
DO,PA,774
DO,PY,25
DO,PE,1460
DO,PH,52
DO,PL,44
DO,PT,109
DO,PR,6220
DO,KR,577
DO,MD,12
DO,RO,43
DO,RU,492
DO,SH,99
DO,KN,140
DO,PM,65
DO,SA,18
DO,RS,74
DO,ZA,11
DO,ES,7221
DO,PS,19
DO,SR,27
DO,SE,75
DO,CH,1068
DO,SY,25
DO,MK,26
DO,TT,23
DO,TR,31
DO,TC,35
DO,UA,77
DO,GB,492
DO,US,26397
DO,VI,83
DO,UY,187
DO,VE,5539
DO,WF,12
DZ,FR,550
DZ,DE,771
DZ,ID,1434
DZ,IQ,7533
DZ,IT,734
DZ,JO,2243
DZ,KW,1187
DZ,LB,1215
DZ,LY,2310
DZ,MY,870
DZ,RU,796
DZ,SA,3900
DZ,SO,11499
DZ,PS,31477
DZ,SD,1585
DZ,SY,3053
DZ,GB,793
DZ,US,1085
DZ,EH,164924
DZ,YE,2349
EC,AF,56
EC,AL,73
EC,DZ,49
EC,AO,43
EC,AR,5559
EC,AM,38
EC,AU,384
EC,AT,562
EC,BS,49
EC,BE,880
EC,BO,1573
EC,BR,2733
EC,BG,199
EC,CM,46
EC,CA,2410
EC,CL,11679
EC,CN,3015
EC,HK,99
EC,CO,200539
EC,CR,965
EC,HR,83
EC,CU,3083
EC,CZ,324
EC,KP,499
EC,DK,188
EC,DO,363
EC,EG,86
EC,SV,537
EC,FK,53
EC,FI,129
EC,FR,2331
EC,GM,33
EC,DE,4536
EC,GH,38
EC,GR,73
EC,GT,442
EC,HT,98
EC,HN,482
EC,HU,222
EC,IN,234
EC,ID,65
EC,IR,197
EC,IQ,35
EC,IE,204
EC,IL,535
EC,IT,3959
EC,JM,38
EC,JP,755
EC,JO,73
EC,LB,456
EC,MY,35
EC,MX,2325
EC,MA,49
EC,NL,853
EC,NZ,115
EC,NI,403
EC,NG,50
EC,NO,242
EC,PK,53
EC,PA,992
EC,PY,249
EC,PE,14113
EC,PH,128
EC,PL,321
EC,PT,376
EC,PR,514
EC,KR,834
EC,RO,311
EC,RU,1539
EC,SA,90
EC,SK,50
EC,ZA,125
EC,ES,7695
EC,PS,99
EC,SE,359
EC,CH,2020
EC,SY,65
EC,MK,1
EC,TT,46
EC,UA,412
EC,GB,2222
EC,US,27601
EC,UY,986
EC,VE,9166
EC,VN,49
EE,AF,10
EE,AL,5
EE,DZ,11
EE,AO,1
EE,AR,11
EE,AM,610
EE,AU,55
EE,AT,61
EE,AZ,1416
EE,BD,9
EE,BY,11331
EE,BE,103
EE,BR,54
EE,BG,68
EE,KH,2
EE,CA,100
EE,CL,5
EE,CN,177
EE,CO,10
EE,CG,2
EE,HR,10
EE,CU,16
EE,CY,10
EE,CZ,58
EE,KP,4
EE,DK,118
EE,EC,5
EE,EG,35
EE,ET,2
EE,FI,2123
EE,FR,187
EE,GE,1415
EE,DE,1211
EE,GH,4
EE,GR,21
EE,GT,5
EE,HU,87
EE,IS,18
EE,IN,98
EE,ID,4
EE,IR,24
EE,IQ,7
EE,IE,128
EE,IL,43
EE,IT,260
EE,JP,48
EE,JO,2
EE,KZ,3626
EE,KW,4
EE,KG,525
EE,LV,3770
EE,LB,7
EE,LY,2
EE,LT,1774
EE,LU,11
EE,MX,24
EE,MN,46
EE,MA,12
EE,NP,17
EE,NL,113
EE,NZ,8
EE,NG,11
EE,NO,131
EE,PK,27
EE,PE,12
EE,PH,14
EE,PL,529
EE,PT,37
EE,KR,16
EE,MD,782
EE,RO,55
EE,RU,137011
EE,RS,10
EE,SG,1
EE,SK,12
EE,SI,5
EE,ZA,19
EE,ES,144
EE,LK,6
EE,SD,2
EE,SE,399
EE,CH,36
EE,SY,4
EE,TJ,355
EE,MK,2
EE,TH,12
EE,TN,5
EE,TR,76
EE,TM,316
EE,UA,20676
EE,AE,5
EE,GB,463
EE,TZ,2
EE,US,552
EE,UY,2
EE,UZ,1038
EE,VE,5
EE,VN,8
EE,ZW,4
EG,AF,198
EG,AL,113
EG,DZ,834
EG,AO,27
EG,AG,16
EG,AR,235
EG,AM,151
EG,AU,442
EG,AT,569
EG,AZ,31
EG,BS,14
EG,BH,378
EG,BD,239
EG,BY,262
EG,BE,529
EG,BJ,35
EG,BA,59
EG,BR,123
EG,BN,65
EG,BG,65
EG,BF,62
EG,BI,35
EG,CM,119
EG,CA,597
EG,CF,54
EG,TD,313
EG,CL,26
EG,CN,723
EG,CO,54
EG,KM,856
EG,CG,70
EG,CI,216
EG,HR,97
EG,CY,81
EG,CZ,190
EG,KP,97
EG,CD,123
EG,DK,284
EG,DJ,349
EG,EC,11
EG,SV,200
EG,ER,2001
EG,EE,25
EG,ET,1231
EG,FI,234
EG,FR,2691
EG,GM,27
EG,DE,7276
EG,GH,221
EG,GI,9
EG,GR,1202
EG,GT,9
EG,GN,135
EG,GW,87
EG,HU,125
EG,IN,1172
EG,ID,2713
EG,IR,141
EG,IQ,10038
EG,IE,90
EG,IL,667
EG,IT,3939
EG,JP,1086
EG,JO,4940
EG,KZ,200
EG,KE,130
EG,KW,2817
EG,KG,59
EG,LB,2993
EG,LR,44
EG,LY,4725
EG,MG,38
EG,MW,27
EG,MY,2657
EG,MV,27
EG,ML,203
EG,MR,147
EG,MX,62
EG,MC,76
EG,MN,14
EG,MA,999
EG,MZ,16
EG,MM,11
EG,NA,251
EG,NL,933
EG,NZ,87
EG,NE,109
EG,NG,764
EG,NO,114
EG,OM,511
EG,PK,582
EG,PH,1032
EG,PL,357
EG,PT,43
EG,QA,376
EG,KR,281
EG,MD,59
EG,RO,228
EG,RU,7055
EG,RW,42
EG,SA,7712
EG,SN,399
EG,SC,19
EG,SL,59
EG,SG,135
EG,SK,59
EG,SO,19193
EG,ZA,210
EG,ES,391
EG,LK,210
EG,PS,127186
EG,SD,33459
EG,SE,332
EG,CH,1285
EG,SY,174813
EG,TJ,122
EG,MK,113
EG,TH,1013
EG,TN,736
EG,TR,843
EG,TM,44
EG,UG,81
EG,UA,161
EG,AE,673
EG,GB,2961
EG,TZ,137
EG,US,5688
EG,UZ,106
EG,VE,32
EG,YE,5367
EG,ZM,25
EG,ZW,32
EH,DZ,81
EH,FR,278
EH,GN,991
EH,GW,1046
EH,ML,387
EH,MR,563
EH,SN,1814
ER,AO,348
ER,BI,1052
ER,CN,135
ER,KM,193
ER,CD,1698
ER,ET,108
ER,FR,438
ER,IN,119
ER,KE,353
ER,MW,776
ER,MZ,1113
ER,RW,469
ER,SO,2472
ER,ZA,122
ER,SS,1499
ER,SD,209
ER,UG,1533
ER,GB,56
ER,TZ,529
ER,ZM,242
ER,ZW,326
ES,AF,462
ES,AL,1947
ES,DZ,56569
ES,AD,5955
ES,AO,3586
ES,AR,254230
ES,AM,9606
ES,AU,6436
ES,AT,8927
ES,AZ,621
ES,BS,58
ES,BH,56
ES,BD,9929
ES,BB,43
ES,BY,3922
ES,BE,44548
ES,BZ,34
ES,BJ,401
ES,BO,152109
ES,BA,2139
ES,BR,100128
ES,BN,22
ES,BG,128078
ES,BF,1157
ES,BI,108
ES,CV,4487
ES,KH,95
ES,CM,5227
ES,CA,6987
ES,CF,163
ES,TD,123
ES,CL,54916
ES,CN,157190
ES,CO,350802
ES,CG,2124
ES,CR,3370
ES,CI,2986
ES,HR,1699
ES,CU,132378
ES,CY,369
ES,CZ,8629
ES,KP,116
ES,CD,1481
ES,DK,11648
ES,DJ,21
ES,DM,975
ES,DO,158393
ES,EC,420344
ES,EG,4167
ES,SV,9279
ES,GQ,19522
ES,ER,138
ES,EE,1892
ES,ET,3748
ES,FJ,32
ES,FI,12476
ES,FR,205624
ES,GA,280
ES,GM,17178
ES,GE,8843
ES,DE,202544
ES,GH,12157
ES,GR,4019
ES,GD,627
ES,GT,7481
ES,GN,9780
ES,GW,5419
ES,GY,112
ES,HT,729
ES,HN,41725
ES,HU,9385
ES,IS,1132
ES,IN,34773
ES,ID,1955
ES,IR,5943
ES,IQ,1846
ES,IE,15066
ES,IL,2885
ES,IT,107332
ES,JM,284
ES,JP,6186
ES,JO,2282
ES,KZ,1814
ES,KE,1569
ES,KW,487
ES,KG,336
ES,LA,189
ES,LV,4024
ES,LB,3372
ES,LR,826
ES,LY,975
ES,LI,116
ES,LT,16438
ES,LU,1438
ES,MG,466
ES,MW,65
ES,MY,607
ES,ML,17742
ES,MT,314
ES,MR,8612
ES,MU,243
ES,MX,49074
ES,FM,120
ES,MC,237
ES,MN,422
ES,ME,168
ES,MA,706520
ES,MZ,1208
ES,MM,87
ES,NA,127
ES,NP,3165
ES,NL,47154
ES,NZ,1083
ES,NI,20554
ES,NE,282
ES,NG,30484
ES,NO,16169
ES,OM,51
ES,PK,55064
ES,PA,4286
ES,PG,30
ES,PY,59485
ES,PE,186555
ES,PH,43063
ES,PL,64469
ES,PT,113095
ES,QA,91
ES,KR,4228
ES,MD,17246
ES,RO,652312
ES,RU,80007
ES,RW,285
ES,LC,45
ES,SM,37
ES,ST,190
ES,SA,853
ES,SN,49930
ES,RS,3937
ES,SC,40
ES,SL,1034
ES,SG,507
ES,SK,7366
ES,SI,1324
ES,SO,274
ES,ZA,2855
ES,LK,633
ES,SD,392
ES,SR,220
ES,SE,19501
ES,CH,62876
ES,SY,5966
ES,TJ,84
ES,MK,632
ES,TH,2103
ES,TG,512
ES,TT,207
ES,TN,2759
ES,TR,4006
ES,TM,60
ES,TV,34
ES,UG,213
ES,UA,82392
ES,AE,329
ES,GB,308872
ES,TZ,363
ES,US,42692
ES,UY,74338
ES,UZ,648
ES,VE,162000
ES,VN,1649
ES,YE,140
ES,ZM,149
ES,ZW,338
ET,BI,42
ET,CD,107
ET,DJ,3910
ET,ER,217472
ET,RW,158
ET,SO,467508
ET,SS,417150
ET,SD,41734
ET,UG,230
ET,YE,153
FI,AF,4919
FI,AL,390
FI,DZ,1031
FI,AO,565
FI,AR,472
FI,AM,118
FI,AW,2
FI,AU,1388
FI,AT,747
FI,AZ,150
FI,BS,9
FI,BH,22
FI,BD,2391
FI,BB,13
FI,BY,391
FI,BE,737
FI,BZ,2
FI,BJ,21
FI,BM,3
FI,BT,3
FI,BO,186
FI,BA,850
FI,BW,17
FI,BR,1574
FI,BG,2322
FI,BF,14
FI,BI,62
FI,CV,13
FI,KH,338
FI,CM,926
FI,CA,2034
FI,CF,2
FI,TD,9
FI,CL,564
FI,CN,11814
FI,CO,1286
FI,KM,3
FI,CG,158
FI,CR,78
FI,CI,162
FI,HR,261
FI,CU,564
FI,CY,211
FI,CZ,249
FI,KP,2
FI,CD,1814
FI,DK,1235
FI,DJ,7
FI,DM,5
FI,DO,204
FI,EC,247
FI,EG,1325
FI,SV,76
FI,GQ,15
FI,ER,171
FI,EE,52454
FI,ET,2419
FI,FJ,12
FI,FR,2983
FI,GA,13
FI,GM,782
FI,GE,80
FI,DE,8434
FI,GH,1645
FI,GR,1383
FI,GT,98
FI,GN,102
FI,GW,7
FI,GY,25
FI,HT,13
FI,HN,74
FI,HU,2728
FI,IS,194
FI,IN,6541
FI,ID,570
FI,IR,7083
FI,IQ,32778
FI,IE,736
FI,IL,978
FI,IT,2904
FI,JM,93
FI,JP,1658
FI,JO,336
FI,KZ,309
FI,KE,1591
FI,KW,154
FI,KG,57
FI,LA,48
FI,LV,1982
FI,LB,687
FI,LR,138
FI,LY,236
FI,LT,1237
FI,LU,120
FI,MG,16
FI,MW,31
FI,MY,533
FI,MV,2
FI,ML,9
FI,MT,45
FI,MR,20
FI,MU,55
FI,MX,928
FI,MC,9
FI,MN,63
FI,ME,4
FI,MA,2536
FI,MZ,81
FI,MM,1533
FI,NA,112
FI,NP,2752
FI,NL,1848
FI,NZ,261
FI,NI,129
FI,NE,29
FI,NG,2553
FI,NO,2156
FI,OM,13
FI,PK,2562
FI,PA,27
FI,PG,12
FI,PY,27
FI,PE,625
FI,PH,3626
FI,PL,5043
FI,PT,631
FI,QA,18
FI,KR,691
FI,MD,180
FI,RO,3043
FI,RU,14689
FI,RW,533
FI,LC,4
FI,VC,2
FI,WS,3
FI,SA,391
FI,SN,208
FI,RS,171
FI,SC,8
FI,SL,161
FI,SG,238
FI,SK,218
FI,SI,53
FI,SB,5
FI,SO,12776
FI,ZA,1027
FI,ES,3120
FI,LK,1183
FI,PS,57
FI,SD,1121
FI,SZ,16
FI,SE,42210
FI,CH,1338
FI,SY,1061
FI,TJ,56
FI,MK,8963
FI,TH,11553
FI,TG,88
FI,TO,2
FI,TT,45
FI,TN,828
FI,TR,8039
FI,TM,27
FI,TV,2
FI,UG,230
FI,UA,1862
FI,AE,159
FI,GB,7055
FI,TZ,659
FI,US,5951
FI,UY,124
FI,UZ,147
FI,VE,240
FI,VN,7347
FI,YE,74
FI,ZM,225
FI,ZW,111
FJ,AU,1908
FJ,BD,1381
FJ,CN,935
FJ,CK,33
FJ,IN,1307
FJ,KI,784
FJ,NZ,613
FJ,PK,1845
FJ,WS,299
FJ,SB,711
FJ,TO,1347
FJ,TV,415
FJ,GB,344
FJ,VU,186
FK,AR,26
FK,AU,42
FK,CL,199
FK,NZ,26
FK,SH,324
FK,GB,876
FK,US,19
FM,AS,23
FM,HK,21
FM,GU,38
FM,JP,48
FM,MH,92
FM,MP,75
FM,PW,282
FM,PH,126
FM,KR,47
FM,WS,21
FM,TO,18
FM,US,173
FO,BR,13
FO,BG,14
FO,CA,13
FO,CN,33
FO,CO,30
FO,HR,20
FO,DK,3697
FO,ET,38
FO,DE,22
FO,GH,18
FO,GL,158
FO,IS,251
FO,IN,66
FO,ID,10
FO,KE,15
FO,LT,13
FO,NO,185
FO,PE,15
FO,PH,135
FO,PL,70
FO,KR,55
FO,RO,63
FO,RU,31
FO,RS,54
FO,ZA,20
FO,SE,79
FO,TH,118
FO,TN,13
FO,GB,103
FO,US,42
FR,AF,4832
FR,AL,6796
FR,DZ,1452409
FR,AS,2
FR,AD,996
FR,AO,21610
FR,AI,9
FR,AG,61
FR,AR,13142
FR,AM,19372
FR,AW,10
FR,AU,8475
FR,AT,12749
FR,AZ,4173
FR,BS,44
FR,BH,162
FR,BD,5069
FR,BB,77
FR,BY,3451
FR,BE,155548
FR,BZ,8
FR,BJ,20724
FR,BM,115
FR,BT,87
FR,BO,3194
FR,BA,14150
FR,BW,40
FR,BR,58276
FR,BN,48
FR,BG,17893
FR,BF,8873
FR,BI,1894
FR,CV,22630
FR,KH,64306
FR,CM,82513
FR,CA,26128
FR,BQ,93
FR,CF,16972
FR,TD,7530
FR,CL,14620
FR,CN,111717
FR,HK,522
FR,MO,16
FR,CO,27644
FR,KM,37190
FR,CG,70529
FR,CK,4
FR,CR,763
FR,CI,91303
FR,HR,10249
FR,CU,4852
FR,CY,1044
FR,CZ,9244
FR,KP,61
FR,CD,77889
FR,DK,6578
FR,DJ,6670
FR,DM,6540
FR,DO,3544
FR,EC,4198
FR,EG,31407
FR,SV,1130
FR,GQ,395
FR,ER,646
FR,EE,922
FR,ET,8806
FR,FO,5
FR,FJ,158
FR,FI,3886
FR,GA,20080
FR,GM,1935
FR,GE,7698
FR,DE,237178
FR,GH,6797
FR,GI,70
FR,GR,13085
FR,GL,12
FR,GT,3039
FR,GN,30667
FR,GW,3111
FR,GY,4792
FR,HT,75467
FR,HN,594
FR,HU,10712
FR,IS,389
FR,IN,48791
FR,ID,5021
FR,IR,23134
FR,IQ,6212
FR,IE,9977
FR,IM,12
FR,IL,9336
FR,IT,373182
FR,JM,524
FR,JP,21701
FR,JO,1464
FR,KZ,2621
FR,KE,1774
FR,KI,8
FR,KW,744
FR,KG,731
FR,LA,43270
FR,LV,2833
FR,LB,47878
FR,LS,48
FR,LR,796
FR,LY,2386
FR,LI,27
FR,LT,2656
FR,LU,13083
FR,MG,122229
FR,MW,107
FR,MY,2575
FR,MV,5
FR,ML,76703
FR,MT,497
FR,MR,18037
FR,MU,45011
FR,MX,12770
FR,FM,2
FR,MC,25326
FR,MN,1448
FR,ME,1424
FR,MS,5
FR,MA,940552
FR,MZ,1309
FR,MM,479
FR,NA,174
FR,NP,1344
FR,NL,44504
FR,NZ,1987
FR,NI,656
FR,NE,5585
FR,NG,5854
FR,NO,4131
FR,OM,109
FR,PK,24140
FR,PA,517
FR,PG,26
FR,PY,1047
FR,PE,11859
FR,PH,15454
FR,PL,113345
FR,PT,724000
FR,PR,51
FR,QA,149
FR,KR,21016
FR,MD,6658
FR,RO,91158
FR,RU,64965
FR,RW,6287
FR,SH,4
FR,KN,5
FR,LC,4821
FR,VC,28
FR,WS,17
FR,SM,222
FR,ST,226
FR,SA,2526
FR,SN,119661
FR,RS,85988
FR,SC,605
FR,SL,1320
FR,SG,2317
FR,SK,4520
FR,SI,2631
FR,SB,2
FR,SO,1911
FR,ZA,5258
FR,ES,309049
FR,LK,48591
FR,PS,1008
FR,SD,3256
FR,SR,24753
FR,SZ,20
FR,SE,10213
FR,CH,96715
FR,SY,17012
FR,TJ,247
FR,MK,4556
FR,TH,18426
FR,TL,11
FR,TG,24123
FR,TO,96
FR,TT,417
FR,TN,394506
FR,TR,301950
FR,TM,213
FR,TC,7
FR,TV,2
FR,UG,588
FR,UA,16121
FR,AE,795
FR,GB,188161
FR,TZ,653
FR,US,54724
FR,UY,2472
FR,UZ,1118
FR,VU,750
FR,VE,6433
FR,VN,127857
FR,EH,16
FR,YE,494
FR,ZM,350
FR,ZW,695
GA,DZ,74
GA,AO,748
GA,BE,338
GA,BJ,35281
GA,BF,4725
GA,BI,113
GA,CM,34235
GA,CA,197
GA,TD,3057
GA,CN,233
GA,CG,11028
GA,CI,2293
GA,KP,108
GA,CD,6019
GA,GQ,58760
GA,FR,10860
GA,DE,59
GA,GH,4300
GA,GN,3363
GA,IL,11
GA,JP,21
GA,LB,1690
GA,ML,37280
GA,MA,483
GA,NG,16160
GA,KR,131
GA,RW,141
GA,ST,4398
GA,SN,20615
GA,ZA,9
GA,SY,19
GA,TG,15555
GA,TN,151
GA,US,371
GB,AF,80160
GB,AL,30157
GB,DZ,21995
GB,AD,51
GB,AO,12882
GB,AI,477
GB,AG,3275
GB,AR,9296
GB,AM,1467
GB,AW,555
GB,AU,131542
GB,AT,17790
GB,AZ,2562
GB,BS,1697
GB,BH,5133
GB,BD,228353
GB,BB,16620
GB,BY,3881
GB,BE,36822
GB,BZ,1189
GB,BJ,555
GB,BM,3772
GB,BT,379
GB,BO,3316
GB,BA,6943
GB,BW,2880
GB,BR,55772
GB,VG,238
GB,BN,4698
GB,BG,72586
GB,BF,193
GB,BI,3951
GB,CV,1048
GB,KH,1069
GB,CM,9026
GB,CA,91545
GB,KY,748
GB,CF,139
GB,TD,303
GB,JE,16350
GB,CL,6290
GB,CN,207278
GB,HK,98384
GB,CO,22703
GB,KM,126
GB,CG,7838
GB,CR,637
GB,CI,6997
GB,HR,7402
GB,CU,2184
GB,CY,63160
GB,CZ,51552
GB,KP,15329
GB,CD,17194
GB,DK,29459
GB,DJ,398
GB,DM,5616
GB,DO,1217
GB,EC,7725
GB,EG,39980
GB,SV,776
GB,GQ,255
GB,ER,15604
GB,EE,7674
GB,ET,13655
GB,FO,350
GB,FK,793
GB,FJ,5537
GB,FI,11745
GB,FR,160991
GB,PF,70
GB,GA,321
GB,GM,9998
GB,GE,2777
GB,DE,300983
GB,GH,113637
GB,GI,9801
GB,GR,59959
GB,GL,48
GB,GD,8206
GB,GT,859
GB,GN,2072
GB,GW,2108
GB,GY,19233
GB,HT,278
GB,HN,559
GB,HU,84155
GB,IS,1823
GB,IN,836524
GB,ID,8481
GB,IR,90499
GB,IQ,74719
GB,IE,402089
GB,IM,8681
GB,IL,16077
GB,IT,170454
GB,JM,144196
GB,JP,45243
GB,JO,5182
GB,KZ,4452
GB,KE,141020
GB,KI,148
GB,KW,11523
GB,KG,927
GB,LA,586
GB,LV,98882
GB,LB,14043
GB,LS,696
GB,LR,3151
GB,LY,14499
GB,LI,25
GB,LT,158854
GB,LU,1714
GB,MG,918
GB,MW,14652
GB,MY,65253
GB,MV,329
GB,ML,336
GB,MT,29466
GB,MR,190
GB,MU,35788
GB,MX,8610
GB,MC,352
GB,MN,1492
GB,ME,920
GB,MS,6417
GB,MA,35765
GB,MZ,5221
GB,MM,10710
GB,NA,2171
GB,NR,24
GB,NP,70487
GB,NL,72604
GB,NC,98
GB,NZ,62091
GB,NI,332
GB,NE,177
GB,NG,209417
GB,NO,14952
GB,OM,2813
GB,PK,529324
GB,PA,629
GB,PG,982
GB,PY,668
GB,PE,6383
GB,PH,138905
GB,PL,874291
GB,PT,147271
GB,QA,2218
GB,KR,5548
GB,MD,2801
GB,RE,10
GB,RO,231358
GB,RU,48399
GB,RW,3919
GB,SH,2391
GB,KN,4974
GB,LC,8064
GB,VC,6565
GB,WS,190
GB,ST,842
GB,SA,31574
GB,SN,1750
GB,RS,7385
GB,SC,3178
GB,SL,32613
GB,SG,46300
GB,SK,89422
GB,SI,1883
GB,SB,297
GB,SO,119953
GB,ZA,210470
GB,ES,131496
GB,LK,138904
GB,SD,16200
GB,SR,389
GB,SZ,1307
GB,SE,32624
GB,CH,17594
GB,SY,8158
GB,TJ,372
GB,MK,2598
GB,TH,41046
GB,TL,1646
GB,TG,1428
GB,TO,243
GB,TT,20796
GB,TN,5415
GB,TR,75791
GB,TM,642
GB,TC,89
GB,UG,63140
GB,UA,19197
GB,AE,10095
GB,TZ,43139
GB,US,190491
GB,VI,109
GB,UY,1206
GB,UZ,2347
GB,VU,137
GB,VE,8062
GB,VN,30518
GB,YE,15910
GB,ZM,28414
GB,ZW,117873
GD,AG,38
GD,BS,30
GD,BB,179
GD,VG,14
GD,CA,229
GD,DM,74
GD,GY,344
GD,JM,116
GD,MS,10
GD,KN,15
GD,LC,164
GD,VC,380
GD,TT,2216
GD,VI,710
GD,VE,344
GE,AF,40
GE,AL,10
GE,DZ,17
GE,AR,15
GE,AM,12605
GE,AT,25
GE,AZ,5937
GE,BY,1087
GE,BE,22
GE,BG,229
GE,CN,74
GE,CU,12
GE,CZ,33
GE,EE,121
GE,FI,11
GE,FR,39
GE,DE,622
GE,GR,162
GE,HU,48
GE,IN,31
GE,IR,121
GE,IL,31
GE,IT,17
GE,KZ,1695
GE,KG,246
GE,LV,202
GE,LB,9
GE,LT,208
GE,MN,28
GE,NP,17
GE,NL,11
GE,PK,86
GE,PE,20
GE,PL,178
GE,MD,477
GE,RO,218
GE,RU,36654
GE,ES,18
GE,CH,14
GE,TJ,146
GE,TR,466
GE,TM,200
GE,UA,12027
GE,GB,33
GE,US,109
GE,UZ,754
GF,DZ,87
GF,BE,136
